,DATETIME,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,E,I,D,H,Avg,Std,Avg_w,Std_w
0,2019-01-01 01:00:00,"9,783.59","1,264.19","3,164.72",827.76,"11,697.77","3,066.89","5,993.97","1,282.54",37081.44,2,1,0,0.0,0.0,0.0,0.0
1,2019-01-01 02:00:00,"9,726.06","1,270.49","3,178.95",830.26,"11,787.94","3,140.38","6,029.77","1,295.13",37258.99,4,1,0,0.0,0.0,37170.215,88.77499999999782
2,2019-01-01 03:00:00,"9,654.37","1,269.50","3,200.88",831.51,"11,861.63","3,137.72","6,043.35","1,301.23",37300.19,6,1,0,0.0,0.0,37279.59,20.600000000002183
3,2019-01-01 04:00:00,"9,631.74","1,243.17","3,221.96",839.69,"11,989.11","3,105.50","6,086.41","1,305.98",37423.54,8,1,0,0.0,0.0,37361.865000000005,61.67499999999927
4,2019-01-01 05:00:00,"9,698.89","1,309.57","3,240.63",848.67,"12,219.11","3,078.26","6,180.94","1,319.14",37895.21,10,1,0,0.0,0.0,37659.375,235.83499999999913
5,2019-01-01 06:00:00,"9,850.79","1,364.25","3,259.30",874.46,"12,631.94","3,096.46","6,394.97","1,352.92",38825.09,12,1,0,0.0,0.0,38360.149999999994,464.9399999999987
6,2019-01-01 07:00:00,"10,053.12","1,414.87","3,282.58",907.06,"13,073.65","3,130.35","6,662.74","1,386.28",39910.66,14,1,0,0.0,0.0,39367.875,542.7850000000035
7,2019-01-01 08:00:00,"10,088.53","1,407.53","3,291.42",930.81,"13,427.37","3,096.18","6,775.91","1,418.82",40436.56,16,1,0,0.0,0.0,40173.61,262.9499999999971
8,2019-01-01 09:00:00,"10,001.45","1,438.71","3,303.18",954.01,"13,834.75","3,082.60","6,874.32","1,461.14",40950.16,18,1,0,0.0,0.0,40693.36,256.8000000000029
9,2019-01-01 10:00:00,"9,947.81","1,438.88","3,346.02",980.07,"14,452.58","3,084.49","7,023.88","1,489.75",41763.47,20,1,0,0.0,0.0,41356.815,406.65499999999884
10,2019-01-01 11:00:00,"9,953.01","1,411.74","3,371.66",992.92,"14,934.42","3,061.29","7,030.86","1,494.03",42249.94,22,1,0,0.0,0.0,42006.705,243.23500000000058
11,2019-01-01 12:00:00,"9,905.20","1,369.21","3,371.56",993.25,"15,208.94","3,044.23","6,907.52","1,496.77",42296.68,24,1,0,0.0,0.0,42273.31,23.36999999999898
12,2019-01-01 13:00:00,"9,760.65","1,319.39","3,386.18",978.51,"15,171.92","3,008.08","6,768.36","1,486.09",41879.18,26,1,0,0.0,0.0,42087.93,208.75
13,2019-01-01 14:00:00,"9,639.94","1,258.41","3,391.14",967.56,"14,971.35","2,957.98","6,721.81","1,468.12",41376.31,28,1,0,0.0,0.0,41627.744999999995,251.4350000000013
14,2019-01-01 15:00:00,"9,520.58","1,254.02","3,370.74",960.32,"14,719.89","2,925.67","6,787.92","1,452.21",40991.35,30,1,0,0.0,0.0,41183.83,192.47999999999956
15,2019-01-01 16:00:00,"9,503.75","1,233.61","3,359.43",963.57,"14,659.66","2,916.31","6,912.71","1,466.85",41015.89,32,1,0,0.0,0.0,41003.619999999995,12.270000000000437
16,2019-01-01 17:00:00,"9,618.59","1,284.28","3,365.12",980.23,"15,006.43","2,954.29","7,145.43","1,487.81",41842.18,34,1,0,0.0,0.0,41429.035,413.14500000000044
17,2019-01-01 18:00:00,"10,143.49","1,353.61","3,405.09","1,036.23","15,909.35","3,089.90","7,586.90","1,534.17",44058.74,36,1,0,0.0,0.0,42950.46,1108.2799999999988
18,2019-01-01 19:00:00,"10,372.18","1,447.56","3,454.41","1,060.54","16,367.46","3,254.02","7,865.29","1,579.17",45400.62,38,1,0,0.0,0.0,44729.68,670.9400000000023
19,2019-01-01 20:00:00,"10,309.19","1,415.78","3,475.77","1,054.58","16,295.13","3,277.81","7,836.90","1,580.88",45246.04,40,1,0,0.0,0.0,45323.33,77.29000000000087
20,2019-01-01 21:00:00,"10,168.58","1,426.40","3,464.32","1,049.37","16,186.61","3,268.51","7,709.59","1,570.92",44844.31,42,1,0,0.0,0.0,45045.175,200.8650000000016
21,2019-01-01 22:00:00,"9,952.24","1,382.89","3,441.43","1,030.56","15,779.65","3,236.46","7,532.94","1,545.61",43901.78,44,1,0,0.0,0.0,44373.045,471.2649999999994
22,2019-01-01 23:00:00,"9,587.76","1,353.96","3,398.60",992.66,"15,093.00","3,135.01","7,153.15","1,492.45",42206.6,46,1,0,0.0,0.0,43054.19,847.5900000000001
23,2019-01-01 00:00:00,"9,170.21","1,277.55","3,361.04",965.20,"14,422.31","3,000.41","6,849.03","1,449.08",40494.84,0,1,0,0.0,0.0,41350.72,855.880000000001
24,2019-01-02 01:00:00,"8,889.36","1,184.11","3,324.88",938.64,"14,014.61","2,940.09","6,573.77","1,381.27",39246.74,2,2,0,0.0,0.0,39870.78999999999,624.0499999999993
25,2019-01-02 02:00:00,"8,661.62","1,164.74","3,318.67",926.05,"13,809.74","2,869.63","6,459.94","1,367.58",38577.96,4,2,0,0.0,0.0,38912.35,334.3899999999994
26,2019-01-02 03:00:00,"8,565.02","1,162.65","3,306.43",918.48,"13,787.78","2,857.40","6,470.46","1,365.91",38434.14,6,2,0,0.0,0.0,38506.05,71.90999999999985
27,2019-01-02 04:00:00,"8,624.58","1,178.84","3,325.50",925.79,"13,959.93","2,889.29","6,549.62","1,377.43",38830.98,8,2,0,0.0,0.0,38632.56,198.4200000000019
28,2019-01-02 05:00:00,"8,904.37","1,231.53","3,357.09",944.33,"14,449.91","2,981.98","6,803.05","1,399.82",40072.09,10,2,0,0.0,0.0,39451.535,620.5549999999967
29,2019-01-02 06:00:00,"9,460.87","1,317.15","3,392.22",989.21,"15,426.51","3,174.25","7,276.34","1,449.24",42485.8,12,2,0,0.0,0.0,41278.945,1206.8550000000032
30,2019-01-02 07:00:00,"10,145.87","1,416.94","3,422.65","1,040.53","16,532.66","3,426.48","7,798.06","1,516.54",45299.72,14,2,0,0.0,0.0,43892.76,1406.9599999999991
31,2019-01-02 08:00:00,"10,719.56","1,509.71","3,482.55","1,082.01","17,300.13","3,618.55","8,122.80","1,585.32",47420.62,16,2,0,0.0,0.0,46360.17,1060.4500000000007
32,2019-01-02 09:00:00,"11,011.67","1,566.73","3,512.52","1,102.65","17,722.31","3,736.94","8,262.73","1,632.34",48547.91,18,2,0,0.0,0.0,47984.265,563.6450000000004
33,2019-01-02 10:00:00,"11,344.97","1,592.50","3,535.34","1,121.42","18,144.82","3,878.72","8,408.56","1,652.86",49679.19,20,2,0,0.0,0.0,49113.55,565.6399999999994
34,2019-01-02 11:00:00,"11,670.70","1,620.25","3,550.36","1,135.35","18,453.15","3,993.23","8,597.97","1,661.58",50682.59,22,2,0,0.0,0.0,50180.89,501.6999999999971
35,2019-01-02 12:00:00,"11,869.99","1,671.60","3,544.54","1,135.49","18,610.03","4,049.94","8,700.66","1,674.26",51256.52,24,2,0,0.0,0.0,50969.55499999999,286.96500000000015
36,2019-01-02 13:00:00,"11,921.45","1,634.91","3,554.85","1,125.79","18,660.12","4,115.29","8,737.77","1,664.13",51414.31,26,2,0,0.0,0.0,51335.41499999999,78.89500000000044
37,2019-01-02 14:00:00,"11,990.49","1,628.05","3,539.89","1,130.91","18,594.30","4,139.24","8,774.26","1,658.07",51455.22,28,2,0,0.0,0.0,51434.765,20.455000000001746
38,2019-01-02 15:00:00,"11,891.91","1,666.70","3,508.77","1,125.77","18,461.26","4,158.59","8,796.56","1,653.88",51263.44,30,2,0,0.0,0.0,51359.33,95.88999999999942
39,2019-01-02 16:00:00,"11,866.58","1,708.09","3,488.68","1,130.56","18,357.93","4,189.34","8,802.21","1,605.80",51149.18,32,2,0,0.0,0.0,51206.31,57.13000000000102
40,2019-01-02 17:00:00,"11,920.25","1,713.23","3,475.90","1,131.80","18,447.06","4,240.85","8,849.01","1,603.40",51381.51,34,2,0,0.0,0.0,51265.345,116.16500000000087
41,2019-01-02 18:00:00,"12,191.09","1,751.15","3,489.32","1,144.92","19,033.91","4,365.86","9,089.26","1,652.05",52717.56,36,2,0,0.0,0.0,52049.535,668.0249999999978
42,2019-01-02 19:00:00,"12,231.21","1,776.05","3,530.74","1,148.59","19,166.89","4,524.19","9,198.11","1,701.35",53277.13,38,2,0,0.0,0.0,52997.345,279.78499999999985
43,2019-01-02 20:00:00,"12,051.04","1,714.30","3,535.02","1,130.15","18,671.24","4,502.35","9,012.41","1,692.70",52309.22,40,2,0,0.0,0.0,52793.175,483.9549999999981
44,2019-01-02 21:00:00,"11,792.79","1,616.52","3,522.81","1,108.08","18,096.98","4,441.90","8,796.11","1,668.67",51043.85,42,2,0,0.0,0.0,51676.535,632.6850000000013
45,2019-01-02 22:00:00,"11,304.97","1,615.33","3,471.55","1,065.61","17,345.28","4,303.84","8,462.68","1,624.77",49194.03,44,2,0,0.0,0.0,50118.94,924.9099999999999
46,2019-01-02 23:00:00,"10,744.83","1,519.09","3,433.47","1,020.80","16,244.53","4,091.07","8,016.52","1,557.85",46628.17,46,2,0,0.0,0.0,47911.1,1282.9300000000003
47,2019-01-02 00:00:00,"10,113.38","1,441.31","3,398.57",978.10,"15,384.92","3,855.40","7,608.08","1,507.68",44287.43,0,2,0,0.0,0.0,45457.8,1170.369999999999
48,2019-01-03 01:00:00,"9,450.69","1,366.52","3,274.51",952.18,"15,000.55","3,625.73","7,280.71","1,519.68",42470.57,2,3,0,0.0,0.0,43379.0,908.4300000000003
49,2019-01-03 02:00:00,"9,135.34","1,307.14","3,254.20",935.26,"14,672.14","3,517.88","7,124.01","1,499.53",41445.49,4,3,0,0.0,0.0,41958.03,512.5400000000009
50,2019-01-03 03:00:00,"8,975.36","1,323.31","3,235.83",934.34,"14,548.26","3,472.00","7,081.08","1,491.73",41061.89,6,3,0,0.0,0.0,41253.69,191.79999999999927
51,2019-01-03 04:00:00,"8,939.24","1,311.64","3,239.97",937.10,"14,537.78","3,462.03","7,105.53","1,486.59",41019.87,8,3,0,0.0,0.0,41040.880000000005,21.0099999999984
52,2019-01-03 05:00:00,"9,142.80","1,351.48","3,276.33",953.25,"14,927.88","3,552.28","7,289.48","1,505.75",41999.26,10,3,0,0.0,0.0,41509.565,489.6949999999997
53,2019-01-03 06:00:00,"9,627.39","1,407.05","3,311.92",980.57,"15,687.06","3,753.24","7,704.10","1,553.54",44024.87,12,3,0,0.0,0.0,43012.065,1012.8050000000003
54,2019-01-03 07:00:00,"10,282.26","1,519.66","3,350.99","1,017.68","16,555.53","4,013.10","8,207.39","1,625.81",46572.41,14,3,0,0.0,0.0,45298.64,1273.7700000000004
55,2019-01-03 08:00:00,"10,818.68","1,602.24","3,403.31","1,044.09","17,067.75","4,158.76","8,496.54","1,664.47",48255.85,16,3,0,0.0,0.0,47414.130000000005,841.7199999999975
56,2019-01-03 09:00:00,"11,200.70","1,631.35","3,392.05","1,049.59","17,058.89","4,205.15","8,493.94","1,653.16",48684.83,18,3,0,0.0,0.0,48470.34,214.49000000000157
57,2019-01-03 10:00:00,"11,605.75","1,639.62","3,353.36","1,057.47","17,146.75","4,198.29","8,272.73","1,622.66",48896.63,20,3,0,0.0,0.0,48790.729999999996,105.89999999999783
58,2019-01-03 11:00:00,"12,008.42","1,663.51","3,317.14","1,063.62","17,234.58","4,163.94","8,000.33","1,574.50",49026.03,22,3,0,0.0,0.0,48961.33,64.70000000000073
59,2019-01-03 12:00:00,"12,152.43","1,669.41","3,277.80","1,060.64","17,130.85","4,097.91","7,640.20","1,511.68",48540.92,24,3,0,0.0,0.0,48783.475,242.5550000000003
60,2019-01-03 13:00:00,"12,067.16","1,661.44","3,208.02","1,047.28","16,860.80","3,910.88","7,305.66","1,431.21",47492.46,26,3,0,0.0,0.0,48016.69,524.2299999999996
61,2019-01-03 14:00:00,"12,005.59","1,621.53","3,145.51","1,036.95","16,493.19","3,677.49","6,959.94","1,372.66",46312.87,28,3,0,0.0,0.0,46902.665,589.7949999999983
62,2019-01-03 15:00:00,"11,821.09","1,581.10","3,105.89","1,021.88","16,259.87","3,445.08","6,655.30","1,325.91",45216.12,30,3,0,0.0,0.0,45764.495,548.375
63,2019-01-03 16:00:00,"11,744.48","1,546.72","3,090.38","1,011.61","16,130.84","3,255.03","6,458.65","1,292.70",44530.41,32,3,0,0.0,0.0,44873.265,342.85499999999956
64,2019-01-03 17:00:00,"11,812.20","1,630.65","3,094.12","1,007.43","16,323.30","3,166.45","6,459.77","1,278.74",44772.65,34,3,0,0.0,0.0,44651.53,121.11999999999898
65,2019-01-03 18:00:00,"12,257.41","1,685.48","3,141.15","1,033.42","17,013.78","3,223.41","6,835.71","1,322.52",46512.88,36,3,0,0.0,0.0,45642.765,870.114999999998
66,2019-01-03 19:00:00,"12,556.83","1,738.68","3,235.98","1,055.27","17,504.28","3,563.51","7,514.50","1,427.53",48596.59,38,3,0,0.0,0.0,47554.735,1041.8549999999996
67,2019-01-03 20:00:00,"12,488.25","1,734.83","3,276.91","1,039.28","17,410.62","3,723.19","7,684.08","1,457.62",48814.78,40,3,0,0.0,0.0,48705.685,109.09500000000116
68,2019-01-03 21:00:00,"12,362.74","1,719.03","3,308.10","1,023.16","17,160.68","3,847.36","7,766.51","1,459.60",48647.18,42,3,0,0.0,0.0,48730.979999999996,83.79999999999927
69,2019-01-03 22:00:00,"12,056.22","1,667.14","3,306.80",996.58,"16,689.63","3,908.81","7,682.98","1,457.14",47765.3,44,3,0,0.0,0.0,48206.240000000005,440.9399999999987
70,2019-01-03 23:00:00,"11,561.89","1,590.17","3,260.21",956.91,"15,860.30","3,888.17","7,474.94","1,428.40",46021.0,46,3,0,0.0,0.0,46893.15,872.1500000000015
71,2019-01-03 00:00:00,"11,103.18","1,524.39","3,215.75",922.31,"15,044.51","3,770.85","7,211.11","1,399.75",44191.87,0,3,0,0.0,0.0,45106.435,914.5649999999987
72,2019-01-04 01:00:00,"10,927.19","1,516.04","3,251.65",907.43,"14,312.92","3,719.53","7,036.88","1,390.63",43062.28,2,4,0,0.0,0.0,43627.075,564.7950000000019
73,2019-01-04 02:00:00,"10,758.05","1,497.08","3,251.42",898.69,"14,060.33","3,673.59","6,993.25","1,383.46",42515.87,4,4,0,0.0,0.0,42789.075,273.2049999999981
74,2019-01-04 03:00:00,"10,704.51","1,501.98","3,258.36",893.49,"13,962.13","3,667.64","6,994.48","1,384.88",42367.49,6,4,0,0.0,0.0,42441.68,74.19000000000233
75,2019-01-04 04:00:00,"10,783.36","1,477.76","3,276.69",900.47,"14,123.13","3,706.64","7,065.90","1,398.08",42732.04,8,4,0,0.0,0.0,42549.765,182.27500000000146
76,2019-01-04 05:00:00,"11,072.04","1,483.63","3,283.62",915.21,"14,461.96","3,792.12","7,266.96","1,429.32",43704.85,10,4,0,0.0,0.0,43218.445,486.40499999999884
77,2019-01-04 06:00:00,"11,656.24","1,600.66","3,308.18",953.64,"15,252.29","4,009.66","7,744.56","1,493.83",46019.06,12,4,0,0.0,0.0,44861.955,1157.1049999999996
78,2019-01-04 07:00:00,"12,354.68","1,723.11","3,350.97","1,000.28","16,179.23","4,315.01","8,322.09","1,579.48",48824.86,14,4,0,0.0,0.0,47421.96,1402.9000000000015
79,2019-01-04 08:00:00,"12,715.61","1,766.25","3,386.59","1,026.23","16,582.85","4,468.33","8,580.99","1,635.09",50161.95,16,4,0,0.0,0.0,49493.405,668.5449999999983
80,2019-01-04 09:00:00,"12,726.49","1,742.15","3,359.69","1,013.11","16,226.47","4,320.58","8,313.44","1,590.18",49292.11,18,4,0,0.0,0.0,49727.03,434.91999999999825
81,2019-01-04 10:00:00,"12,455.28","1,669.19","3,278.72",982.98,"15,481.06","4,008.01","7,744.18","1,491.54",47110.97,20,4,0,0.0,0.0,48201.54,1090.5699999999997
82,2019-01-04 11:00:00,"12,196.17","1,665.77","3,172.69",947.78,"14,832.11","3,636.19","7,186.09","1,409.45",45046.25,22,4,0,0.0,0.0,46078.61,1032.3600000000006
83,2019-01-04 12:00:00,"11,838.04","1,576.73","3,124.33",910.42,"14,044.86","3,326.28","6,705.49","1,335.58",42861.74,24,4,0,0.0,0.0,43953.994999999995,1092.255000000001
84,2019-01-04 13:00:00,"11,395.40","1,489.64","3,065.96",868.42,"13,310.09","3,087.53","6,277.46","1,245.87",40740.38,26,4,0,0.0,0.0,41801.06,1060.6800000000003
85,2019-01-04 14:00:00,"11,096.92","1,399.15","3,039.51",846.97,"12,676.53","2,985.88","5,960.07","1,188.16",39193.2,28,4,0,0.0,0.0,39966.78999999999,773.5900000000001
86,2019-01-04 15:00:00,"10,797.10","1,340.64","3,010.24",813.24,"12,177.21","2,921.61","5,741.92","1,150.59",37952.54,30,4,0,0.0,0.0,38572.869999999995,620.3299999999981
87,2019-01-04 16:00:00,"10,510.58","1,308.00","2,991.94",790.09,"11,791.83","2,876.18","5,661.20","1,126.33",37056.14,32,4,0,0.0,0.0,37504.34,448.2000000000007
88,2019-01-04 17:00:00,"10,350.71","1,297.23","2,982.74",784.99,"11,732.49","2,867.88","5,608.03","1,125.90",36749.97,34,4,0,0.0,0.0,36903.055,153.08499999999913
89,2019-01-04 18:00:00,"10,604.66","1,350.68","2,976.51",810.87,"12,295.39","2,886.57","5,878.76","1,150.72",37954.15,36,4,0,0.0,0.0,37352.06,602.0900000000001
90,2019-01-04 19:00:00,"10,952.42","1,451.79","3,053.92",848.32,"13,225.95","3,064.62","6,329.17","1,224.77",40150.95,38,4,0,0.0,0.0,39052.55,1098.3999999999978
91,2019-01-04 20:00:00,"10,949.09","1,487.44","3,092.72",858.39,"13,384.99","3,089.05","6,407.54","1,255.55",40524.77,40,4,0,0.0,0.0,40337.86,186.90999999999985
92,2019-01-04 21:00:00,"10,913.64","1,474.80","3,123.30",870.97,"13,520.41","3,098.51","6,439.07","1,277.98",40718.69,42,4,0,0.0,0.0,40621.729999999996,96.96000000000276
93,2019-01-04 22:00:00,"10,737.51","1,477.90","3,144.80",870.37,"13,509.61","3,117.11","6,425.06","1,290.24",40572.59,44,4,0,0.0,0.0,40645.64,73.05000000000291
94,2019-01-04 23:00:00,"10,465.25","1,453.06","3,150.17",853.56,"13,187.07","3,099.07","6,288.84","1,280.34",39777.36,46,4,0,0.0,0.0,40174.975,397.61499999999796
95,2019-01-04 00:00:00,"10,105.67","1,414.57","3,138.25",831.30,"12,753.16","3,036.33","6,095.95","1,261.70",38636.92,0,4,0,0.0,0.0,39207.14,570.2200000000012
96,2019-01-05 01:00:00,"9,862.00","1,397.22","3,133.48",816.65,"12,375.67","2,984.88","5,996.50","1,236.27",37802.66,2,5,1,41154.509999999995,1907.7700000000004,38219.79,417.1299999999974
97,2019-01-05 02:00:00,"9,699.06","1,368.77","3,124.51",812.47,"12,283.73","2,966.23","6,006.00","1,240.09",37500.87,4,5,1,40546.915,1968.9550000000017,37651.765,150.89500000000044
98,2019-01-05 03:00:00,"9,640.36","1,399.05","3,130.89",813.46,"12,277.85","2,997.85","6,053.02","1,254.91",37567.4,6,5,1,40400.815,1966.6749999999993,37534.135,33.26499999999942
99,2019-01-05 04:00:00,"9,711.01","1,407.22","3,157.86",820.83,"12,460.71","3,058.05","6,165.57","1,274.03",38055.28,8,5,1,40781.51,1950.5299999999988,37811.34,243.9399999999987
100,2019-01-05 05:00:00,"9,890.64","1,430.96","3,179.99",838.48,"12,779.21","3,155.48","6,343.22","1,308.02",38925.99,10,5,1,41888.47,1816.380000000001,38490.634999999995,435.35499999999956
101,2019-01-05 06:00:00,"10,210.76","1,495.97","3,211.99",873.54,"13,265.78","3,306.39","6,671.86","1,362.98",40399.26,12,5,1,44252.43,1766.6299999999974,39662.625,736.635000000002
102,2019-01-05 07:00:00,"10,627.06","1,561.26","3,241.21",909.89,"13,974.52","3,507.94","7,072.41","1,419.98",42314.27,14,5,1,47062.29,1762.5699999999997,41356.765,957.5049999999974
103,2019-01-05 08:00:00,"10,916.75","1,599.62","3,286.32",944.72,"14,582.71","3,656.21","7,434.77","1,477.12",43898.22,16,5,1,48791.285,1370.6649999999972,43106.244999999995,791.9750000000022
104,2019-01-05 09:00:00,"10,974.50","1,605.20","3,270.18",943.15,"14,530.45","3,656.48","7,414.94","1,466.68",43861.58,18,5,1,48920.01,372.09999999999854,43879.9,18.31999999999971
105,2019-01-05 10:00:00,"10,756.13","1,498.09","3,217.50",900.60,"13,876.10","3,438.45","6,938.45","1,384.65",42009.97,20,5,1,48395.08,1284.1100000000006,42935.775,925.8050000000003
106,2019-01-05 11:00:00,"10,457.57","1,356.15","3,157.77",853.20,"13,114.24","3,180.08","6,416.62","1,288.67",39824.31,22,5,1,47864.42,2818.1699999999983,40917.14,1092.8300000000017
107,2019-01-05 12:00:00,"10,152.96","1,259.35","3,100.94",809.69,"12,334.23","2,974.23","5,946.79","1,200.69",37778.89,24,5,1,47059.13,4197.389999999999,38801.6,1022.7099999999991
108,2019-01-05 13:00:00,"9,871.13","1,223.98","3,048.82",764.30,"11,662.98","2,866.52","5,605.48","1,148.10",36191.3,26,5,1,46077.345,5336.965,36985.095,793.7949999999983
109,2019-01-05 14:00:00,"9,695.14","1,165.25","3,009.84",735.99,"11,161.61","2,833.34","5,383.13","1,106.21",35090.53,28,5,1,45324.21,6131.010000000002,35640.915,550.385000000002
110,2019-01-05 15:00:00,"9,565.06","1,095.11","2,994.12",715.77,"10,820.66","2,825.09","5,271.65","1,081.88",34369.34,30,5,1,44607.990000000005,6655.450000000001,34729.935,360.59500000000116
111,2019-01-05 16:00:00,"9,439.45","1,109.36","2,977.96",698.78,"10,631.27","2,813.11","5,224.58","1,073.86",33968.36,32,5,1,44102.66,7046.52,34168.85,200.48999999999796
112,2019-01-05 17:00:00,"9,378.04","1,109.49","2,971.34",697.01,"10,599.64","2,790.53","5,274.31","1,073.59",33893.95,34,5,1,44065.740000000005,7315.77,33931.155,37.205000000001746
113,2019-01-05 18:00:00,"9,592.82","1,163.70","2,969.17",729.02,"11,005.33","2,793.24","5,467.57","1,097.91",34818.77,36,5,1,45335.854999999996,7381.704999999998,34356.36,462.40999999999985
114,2019-01-05 19:00:00,"9,990.35","1,235.84","3,046.42",774.59,"11,660.36","2,954.34","5,828.46","1,164.95",36655.32,38,5,1,46714.03999999999,6563.09,35737.045,918.2750000000015
115,2019-01-05 20:00:00,"10,027.02","1,248.55","3,078.72",774.46,"11,629.43","2,945.76","5,801.23","1,179.87",36685.04,40,5,1,46416.994999999995,5892.225000000002,36670.18,14.860000000000582
116,2019-01-05 21:00:00,"9,942.60","1,240.40","3,075.90",769.00,"11,454.03","2,878.40","5,756.56","1,176.25",36293.14,42,5,1,45881.270000000004,5162.579999999998,36489.09,195.95000000000073
117,2019-01-05 22:00:00,"9,890.96","1,242.90","3,090.23",768.50,"11,319.94","2,849.22","5,719.32","1,180.64",36061.71,44,5,1,44883.31,4310.720000000001,36177.425,115.71500000000015
118,2019-01-05 23:00:00,"9,655.14","1,217.25","3,070.58",749.91,"11,088.31","2,787.94","5,595.65","1,168.46",35333.24,46,5,1,43202.765,3425.404999999999,35697.475,364.2350000000006
119,2019-01-05 00:00:00,"9,395.86","1,196.48","3,061.63",736.27,"10,803.40","2,725.64","5,445.85","1,151.42",34516.55,0,5,1,41462.175,2825.255000000001,34924.895000000004,408.3449999999975
120,2019-01-06 01:00:00,"9,151.15","1,180.88","3,060.07",721.88,"10,369.11","2,616.26","5,261.81","1,136.80",33497.97,2,6,1,41154.509999999995,1907.7700000000004,34007.26,509.2900000000009
121,2019-01-06 02:00:00,"8,984.05","1,168.93","3,020.22",715.07,"10,160.49","2,538.37","5,192.47","1,132.64",32912.23,4,6,1,40546.915,1968.9550000000017,33205.100000000006,292.869999999999
122,2019-01-06 03:00:00,"8,897.82","1,169.31","3,012.02",714.47,"10,122.21","2,489.50","5,162.84","1,128.35",32696.54,6,6,1,40400.815,1966.6749999999993,32804.385,107.84500000000116
123,2019-01-06 04:00:00,"8,908.02","1,143.85","3,005.57",717.82,"10,244.53","2,477.65","5,219.06","1,129.88",32846.38,8,6,1,40781.51,1950.5299999999988,32771.46,74.91999999999825
124,2019-01-06 05:00:00,"8,967.76","1,211.15","3,014.55",727.35,"10,484.67","2,486.91","5,340.26","1,136.71",33369.36,10,6,1,41888.47,1816.380000000001,33107.869999999995,261.4900000000016
125,2019-01-06 06:00:00,"9,137.56","1,267.31","3,028.39",742.56,"10,881.34","2,536.97","5,535.03","1,164.94",34294.11,12,6,1,44252.43,1766.6299999999974,33831.735,462.375
126,2019-01-06 07:00:00,"9,417.53","1,339.66","3,055.69",774.52,"11,452.62","2,623.04","5,810.41","1,193.02",35666.49,14,6,1,47062.29,1762.5699999999997,34980.3,686.1899999999987
127,2019-01-06 08:00:00,"9,580.23","1,355.78","3,076.74",804.25,"11,978.11","2,667.74","6,049.00","1,225.92",36737.77,16,6,1,48791.285,1370.6649999999972,36202.13,535.6399999999994
128,2019-01-06 09:00:00,"9,701.80","1,392.75","3,067.84",817.63,"12,223.25","2,731.78","6,178.08","1,248.77",37361.89,18,6,1,48920.01,372.09999999999854,37049.83,312.0600000000013
129,2019-01-06 10:00:00,"9,621.48","1,340.44","3,067.68",801.49,"12,102.44","2,748.07","6,080.59","1,226.46",36988.64,20,6,1,48395.08,1284.1100000000006,37175.265,186.625
130,2019-01-06 11:00:00,"9,530.05","1,261.52","3,049.22",774.23,"11,728.38","2,717.52","5,852.96","1,175.94",36089.82,22,6,1,47864.42,2818.1699999999983,36539.229999999996,449.40999999999985
131,2019-01-06 12:00:00,"9,535.07","1,196.00","3,060.84",755.80,"11,437.43","2,734.26","5,610.72","1,136.91",35467.03,24,6,1,47059.13,4197.389999999999,35778.425,311.39500000000044
132,2019-01-06 13:00:00,"9,545.11","1,169.13","3,049.12",742.67,"11,130.60","2,764.38","5,463.16","1,115.12",34979.3,26,6,1,46077.345,5336.965,35223.165,243.86499999999796
133,2019-01-06 14:00:00,"9,561.38","1,125.20","3,040.70",728.95,"10,900.68","2,812.56","5,398.07","1,093.76",34661.3,28,6,1,45324.21,6131.010000000002,34820.3,159.0
134,2019-01-06 15:00:00,"9,535.53","1,130.07","3,029.60",714.42,"10,659.04","2,849.34","5,297.17","1,075.73",34290.9,30,6,1,44607.990000000005,6655.450000000001,34476.100000000006,185.20000000000073
135,2019-01-06 16:00:00,"9,526.74","1,109.19","3,011.47",709.85,"10,602.05","2,884.69","5,272.65","1,068.61",34185.25,32,6,1,44102.66,7046.52,34238.075,52.82500000000073
136,2019-01-06 17:00:00,"9,548.55","1,135.17","3,013.47",718.00,"10,731.20","2,889.89","5,296.72","1,063.06",34396.06,34,6,1,44065.740000000005,7315.77,34290.655,105.40499999999884
137,2019-01-06 18:00:00,"9,828.88","1,169.92","3,019.34",749.28,"11,241.82","2,891.51","5,492.10","1,084.30",35477.15,36,6,1,45335.854999999996,7381.704999999998,34936.604999999996,540.5450000000019
138,2019-01-06 19:00:00,"10,263.75","1,267.36","3,082.73",782.40,"11,798.65","3,058.44","5,891.63","1,143.07",37288.03,38,6,1,46714.03999999999,6563.09,36382.59,905.4399999999987
139,2019-01-06 20:00:00,"10,231.36","1,231.67","3,096.47",779.31,"11,772.91","3,080.12","5,919.60","1,150.94",37262.38,40,6,1,46416.994999999995,5892.225000000002,37275.205,12.825000000000728
140,2019-01-06 21:00:00,"10,050.15","1,226.22","3,083.81",765.92,"11,528.71","3,027.31","5,760.63","1,136.11",36578.87,42,6,1,45881.270000000004,5162.579999999998,36920.625,341.7549999999974
141,2019-01-06 22:00:00,"9,768.28","1,172.74","3,066.33",740.73,"11,088.34","2,947.17","5,511.69","1,107.69",35402.97,44,6,1,44883.31,4310.720000000001,35990.92,587.9500000000007
